tyyp;title;total;live;od;web;app
S;Must ja valge koer;15;0;15;0;15
S;Piraadi laul;15;0;15;0;15
S;Õpetaja Kusti kummitab;11;0;11;0;11
S;Mullist välja - väike venemaa;11;0;11;0;11
S;Must ja valge koer: Vihmane hommik;11;0;11;0;11
S;Laulupesa. Tänu teile;11;0;11;0;11
S;Claude'i lühilood;11;0;11;0;11
S;Kuu laul;11;0;11;0;11
S;Elu lugu;11;0;11;0;11
S;Vaba päev;11;0;11;0;11
S;Eesti Laul 2026. Finaal;11;0;11;0;11
S;Kessu;11;0;11;0;11
S;Lastekirjandusministeerium;11;0;11;0;11
S;Võidumees;11;0;11;0;11
S;(other);11;0;11;0;11
S;Suus sulav Eesti;11;0;11;0;11
S;Luise ja Oliver mängivad;11;0;11;0;11
S;Väikelinna detektiivid;11;0;11;0;11
S;Nähka tuleb külla;11;0;11;0;11
S;Nõiakivi;11;0;11;0;11
S;Eesti nüüd siis Vabariik;11;0;11;0;11
S;Piip ja Tuut;11;0;11;0;11
S;Sirli, Siim ja saladused;11;0;11;0;11
S;??????? ?????;8;0;8;0;8
S;Lotte reis Lõunamaale;8;0;8;0;8
S;Teatrietendus. Saateviga;8;0;8;0;8
S;Piip ja Tuut loomamuinasjutud;8;0;8;0;8
S;Eesti Laul 2009;8;0;8;0;8
S;Must ja valge koer: Jõulurahu;8;0;8;0;8
S;Must ja valge koer: Skulptorid;8;0;8;0;8
S;Leiutajateküla jõululaul;8;0;8;0;8
S;Onu Tik-Taki seiklused;8;0;8;0;8
S;Roosa laul;8;0;8;0;8
S;Route 66. Ameerika kahel pool maanteed;8;4;4;0;8
S;"Helena Koch ""Kõhu mäss""";8;0;8;0;8
S;Natuke napakad lood;8;0;8;0;8
S;Mullid;8;0;8;0;8
S;"Kadri Hinrikus ""Vennalikud lood""";8;0;8;0;8
S;Müstiline Venemaa. Anastass Mikojani visiit Ameerika Ühendriikidesse;8;0;8;0;8
S;Sipsiku laulud;8;0;8;0;8
S;Pilvede värvid;8;0;8;0;8
S;Hunt Kriimsilma 9 ametit: Autojuht;8;0;8;0;8
S;Läbitantsitud tallad;8;0;8;0;8
S;Kõik on tipp-topp;8;0;8;0;8
S;Laulupesa. Laagrilaul;8;0;8;0;8
S;"""Tähtede lava"" laulud";8;0;8;0;8
S;???????????-2026;8;0;8;0;8
S;Rõõmutirts;8;0;8;0;8
S;Palve;8;0;8;0;8
S;Jäähoki MM-i I divisjon;8;0;8;0;8
S;Suur pahandus;8;0;8;0;8
S;Õnneliku kollektsionääri marss;8;0;8;0;8
S;NOVA: toredad faktid munade kohta;8;0;8;0;8
S;Must ja valge koer: Koerte kool;8;0;8;0;8
S;Sport. Sport;8;0;8;0;8
S;Vanaema lohutuslauluke;8;0;8;0;8
S;Silme ees läheb mustaks;8;0;8;0;8
S;Härra Lapsti lasteteater;8;0;8;0;8
S;Pätu;8;0;8;0;8
S;Laulupesa. Beebiboss;8;0;8;0;8
S;Jõuluaeg;8;0;8;0;8
S;Fotoalbum;8;0;8;0;8
S;Lotte laul emale;8;0;8;0;8
S;Väikeste tüdrukute väikesed asjad;8;0;8;0;8
S;Vegesaurused. Tegelaste tutvustus;8;0;8;0;8
S;Vaas;8;0;8;0;8
S;Laulupesa. Pehmed käpad;8;0;8;0;8
S;Pildikesi Paunverest;8;0;8;0;8
S;Stella ja Sam;8;0;8;0;8
S;Osooni lood;8;0;8;0;8
S;Kärbes Jaagu saunalaul;8;0;8;0;8
S;Isamoodi unejutud;8;0;8;0;8
S;Nöbinina;8;0;8;0;8
S;Laulupesa. Kätepesulaul;8;0;8;0;8
S;Mittelmille;8;0;8;0;8
S;Bruno unelaul emale ja isale;8;0;8;0;8
S;Garanteeritud AI-TA;8;0;8;0;8
S;Must ja valge koer: Matk lossi juurde;8;0;8;0;8
S;Adalberdi ja Oskari pasunalaul;8;0;8;0;8
S;Elamus. Linnar Viik;4;0;4;0;4
S;Kadekops;4;0;4;0;4
S;NOVA: mis toimub?;4;0;4;0;4
S;Prügihunt ja superjänes;4;0;4;0;4
S;NOVA: mis on seina taga?;4;0;4;0;4
S;Reis loomariigis. Osav õhukütt kiil;4;0;4;0;4
S;Eurolaul 2003;4;0;4;0;4
S;Piip ja Tuut köögis: kartuliroog;4;0;4;0;4
S;XX sajandi popmuusika. Raul Saaremets;4;0;4;0;4
S;Ärapanija;4;0;4;0;4
S;"Kuuldemänguvõistlus ""Pind kõrva""";4;0;4;0;4
S;"Eesti laul 2026 - ""Espresso Macchiato"" Anne Veski ja unistuste bänd";4;0;4;0;4
S;????????;4;0;4;0;4
S;Eesti Laul 2018;4;0;4;0;4
S;Eesti lugu. Narva – varauusaegne linn;4;0;4;0;4
S;NOVA: arva ära, mis vanasõna seletatakse!;4;0;4;0;4
S;NOVA: teeme lumes jäätist!;4;0;4;0;4
S;TV 10 olümpiastarti 45: 4. etapp;4;0;4;0;4
S;"LIVE - Grete Paia ""Taevas jäi üles""";4;0;4;0;4
S;TÖF 2021. Laste audioloeng;4;0;4;0;4
S;Eurolaul;4;0;4;0;4
S;Laulupesa. Pühapäev;4;0;4;0;4
S;Keelesaade. Pseudonüümid;4;0;4;0;4
S;NOVA: meisterdame Halloweeni kummitusketi;4;0;4;0;4
S;Terve vaim;4;0;4;0;4
S;Luise ja Oliver kutsuvad mängima!;4;0;4;0;4
S;Koduteel;4;0;4;0;4
S;Ernest ja Celestine;4;0;4;0;4
S;Volli isa ostab videomaki. Volli teeb imevedelikku.;4;0;4;0;4
S;Laske mind Lavale;4;0;4;0;4
S;Eurolaul 2008;4;0;4;0;4
S;NOVA: saatevead;4;0;4;0;4
S;"XXI tantsupidu ""Iseoma""";4;0;4;0;4
S;Eurolaul 2000;4;0;4;0;4
S;Katariina ja herned;4;0;4;0;4
S;Minu visiitkaart;4;0;4;0;4
S;Eesti lugu. Paide linna ja Mäo mõisa kohtulugu;4;0;4;0;4
S;Jälle Hunt Kriimsilm;4;0;4;0;4
S;NOVA: külas on Krispoiss;4;0;4;0;4
S;Keelesaade. Johannes Voldemar Veski 150;4;0;4;0;4
S;Reis loomariigis. Visa jahimees punarebane;4;0;4;0;4
S;Sten Teppan. Külas on Tanel Padar;4;0;4;0;4
S;Lugu kuuest hakkajast mehest;4;0;4;0;4
S;Röövlitütar Ronja;4;0;4;0;4
S;Hunt ja seitse kitsetalle;4;0;4;0;4
S;Hei, pöialpoisid!;4;0;4;0;4
S;FINAAL: Tristan Erik Teniste ja Kéa;4;0;4;0;4
S;XIII noorte laulu- ja tantsupidu Püha on maa. Rongkäik (Katkematu voona);4;0;4;0;4
S;Rapuntsel;4;0;4;0;4
S;Ideaalne mälupilt;4;0;4;0;4
S;Keelesaade. Nõukogude spioon Juhan Tuldava keeleteadlasena;4;0;4;0;4
S;Lumivalgeke;4;0;4;0;4
S;Telelavastus. Püha Katariina pöörane õhtusöömaaeg;4;0;4;0;4
S;NOVA: milline tuleb meie uus aasta?;4;0;4;0;4
S;Keelesaade. Eestikeelne tehisaru;4;0;4;0;4
S;"LIVE - ANT x Minimal Wind ""Wounds (Don't Wanna Fall)""";4;0;4;0;4
S;???????;4;0;4;0;4
S;Eurolaul 1998;4;0;4;0;4
S;Kahe kodu ballaad;4;0;4;0;4
S;Laskesuusatamise MK-etapp;4;0;4;0;4
S;Laulupesa. Kuusebeebi;4;0;4;0;4
S;????????;4;4;0;0;4
S;Eurolaul 2002;4;0;4;0;4
S;"Kadri Lepp ""Valge pall""";4;0;4;0;4
S;Kikerikii;4;0;4;0;4
S;Punamütsike;4;0;4;0;4
S;"Piip ja Tuut ""Kallis kartul""";4;0;4;0;4
S;Keelesaade. Eduard Ahrens 220;4;0;4;0;4
S;"""Jänku ja siili-onu ehitavad maja""";4;0;4;0;4
S;"Džässikontsert. Bugge Wesseltoft ""It´s snowing on my piano"" (ACT 1997)";4;0;4;0;4
S;Eesti Laul 2010;4;0;4;0;4
S;Eurolaul 1994;4;0;4;0;4
S;Eesti lugu. Jõulud ja näärid, Ants Viires.;4;0;4;0;4
S;Helide lapsepõlv;4;0;4;0;4
S;"Laste ööülikool. Peep Talving ""Elu hoidmine ja päästmine""";4;0;4;0;4
S;Harri Tiido taustajutud. Külmast kandist, mis võib kuumaks minna;4;0;4;0;4
S;Konnalaul;4;0;4;0;4
S;Keelesaade. Pseudonüümidest veel;4;0;4;0;4
S;Eurolaul 2007;4;0;4;0;4
S;"Järjejutt. Jaan Kaplinski ""Mõtsa ja tagasi""";4;0;4;0;4
S;NOVA: lõpetame hooaja orienteerumismänguga!;4;0;4;0;4
S;Kolm väikest põrsast;4;0;4;0;4
S;Eesti lugu. Stalinism. Võim ja kirjanikud;4;0;4;0;4
S;TV 10 olümpiastarti;4;0;4;0;4
S;ETV huumori kuld;4;0;4;0;4
S;KKK;4;0;4;0;4
S;EV108;4;0;4;0;4
S;FINAAL: Karl-Markkus Rebane ja Silver Laas;4;0;4;0;4
S;Laskem laulda!;4;0;4;0;4
S;NOVA: aastavahetuse kombed erinevates maades;4;0;4;0;4
S;FINAAL: Johanna Tüür;4;0;4;0;4
S;Hunt Kriimsilm;4;0;4;0;4
S;Eesti Laul 2023;4;0;4;0;4
S;Lumeeit;4;0;4;0;4
S;Laulupesa. Maalides head;4;0;4;0;4
S;"Roald Dahl ""Suur sõbralik hiiglane""";4;0;4;0;4
S;FINAAL: Annabelle Ats;4;0;4;0;4
S;Reis loomariigis. Veteröövel haug;4;0;4;0;4
S;Džässikontsert. Jõulujazz 2021. UMA & Markku Ounaskari;4;0;4;0;4
S;Džässikontsert. Jason Hunter Baltic Quartet - ImagiNation (Jersika Records 2023);4;0;4;0;4
S;4x4. Magadan;4;0;4;0;4
S;Eesti lugu. Linnaehitus. Tallinn;4;0;4;0;4
S;Viimane suvi;4;0;4;0;4
S;Sõbrad muusikas. Olav Ehala ja Heidy Tamme;4;0;4;0;4
S;Iga ilmaga;4;0;4;0;4
S;Kõik on tipp-topp 2;4;0;4;0;4
S;Reis loomariigis. Rohusööja põder võtab elu mõnuga;4;0;4;0;4
S;Kui vähe on õnneks vaja?;4;0;4;0;4
S;Eurolaul 1996;4;0;4;0;4
S;Kes aevastas?;4;0;4;0;4
S;NOVA: tutvume aasta kooli nominendiga;4;0;4;0;4
S;NOVA: juuni alguses toimub noorte jazzifestival Kräsh;4;0;4;0;4
S;Ai-ai-ai;4;0;4;0;4
S;FINAAL: Milana Fayzullova ja Karmen Rõivassepp;4;0;4;0;4
S;Laulupesa. Iseenda moodi laps;4;0;4;0;4
S;Jalgpalli maavõistlus;4;0;4;0;4
S;????;4;0;4;0;4
S;Juurdlust toimetab Lucy Worsley;4;0;4;0;4
S;NOVA: küsime Fenkiilt 15 küsimust!;4;0;4;0;4
S;Tammetõru seiklused;4;0;4;0;4
S;Eesti lugu. Tartu-kiratsev kindluslinn;4;0;4;0;4
S;Eesti lugu. Pühajõe mäss;4;0;4;0;4
S;Külliki Lauluaed;4;0;4;0;4
S;Tormi ja tuulega;4;0;4;0;4
S;FINAAL: Sandor Säälik;4;0;4;0;4
S;Kõik nad on elada tahtnud. Koeru kalmistu;4;0;4;0;4
S;NOVA: kuidas käituda ohuteavituse korral?;4;0;4;0;4
S;???? ??????;4;0;4;0;4
S;Adalberdi sünnipäevalaul Sohvile;4;0;4;0;4
S;Tormise mustrid 1: Kes sa oled, Veljo Tormis?;4;0;4;0;4
S;Aafrika suurliigid;4;0;4;0;4
S;Maiade tõus ja langus;4;0;4;0;4
S;Piip ja Tuut astuvad teatrist välja;4;0;4;0;4
S;Laulupesa muusikavideod;4;0;4;0;4
S;Moodsa aja geniaalsed alustalad;4;0;4;0;4
S;Eesti Laul 2011;4;0;4;0;4
S;Reis loomariigis. Jaanalind: vastupandamatu võrgutaja;4;0;4;0;4
S;Keelesaade. Inimeste nimed loomadel ja taimedel;4;0;4;0;4
S;Miniturniir. C. R. Jakobsoni nim Torma Põhikool, 2;4;0;4;0;4
S;Müür: Klooster;4;0;4;0;4
S;Väinad maa ja mere vahel;4;0;4;0;4
S;Piip ja Tuut Leiavad Vanalinnast Nimeta Tee!;4;0;4;0;4
S;Eurolaul 1999;4;0;4;0;4
S;Tuhkatriinu;4;0;4;0;4
S;Eurolaul 1993;4;0;4;0;4
S;NOVA: küsime lastelt Eurovisiooni kohta;4;0;4;0;4
S;Laulupesa. Nutipõlv;4;0;4;0;4
S;Volli teeb merepilti. Volli käib isa ja vanaemaga Soomes.;4;0;4;0;4
S;Lumejänesed;4;0;4;0;4
S;NOVA: mis, kuidas, miks?;4;0;4;0;4
S;Legendaarsed kangelased;4;0;4;0;4
S;Jalgpalliõhtu;4;0;4;0;4
S;Eurolaul 2006;4;0;4;0;4
S;Eesti lugu. Urvaste pastor Johann Gutslaff;4;0;4;0;4
S;Ikkagi inimene?;4;0;4;0;4
S;Eurolaul 2004;4;0;4;0;4
S;Laulupesa. Las ma joonistan;4;0;4;0;4
S;Eurolaul 1997;4;0;4;0;4
S;Saabastega kass;4;0;4;0;4
S;Mõmmi aabits;4;0;4;0;4
S;"LIVE - Vanilla Ninja ""Too Epic to Be True""";4;0;4;0;4
S;"Jari Järvelä ""Mozzarellakuu""";4;0;4;0;4
S;Laulupesa. Pesupäev;4;0;4;0;4
S;Õhinapõhised Peruus;4;0;4;0;4
S;Reis loomariigis. Topisteõgija riidekoi;4;0;4;0;4
S;Tormise Mustrid 2: Tormis ja orel;4;0;4;0;4
S;Pealtnägija+;4;0;4;0;4
S;Rudolf ja Irma;4;0;4;0;4
S;Saateviga;4;0;4;0;4
S;Reis loomariigis. Varblase mitte just kõige roosilisem elu;4;0;4;0;4
S;Simon Reeve'iga Cumbrias;4;0;4;0;4
S;Laulupesa. Närvikõdi;4;0;4;0;4
S;NOVA seletab: miks lapsed ei peaks kohvi jooma?;4;0;4;0;4
S;R2 Draiv;4;0;4;0;4
S;Laulupesa. Mina ei tea;4;0;4;0;4
S;NOVA: Deodorant, mille lõhna saad ise kokku segada;4;0;4;0;4
S;Reis loomariigis. Mägikits ei jää kitsikusse;4;0;4;0;4
S;Kergejõustiku MM Tokyos;4;0;4;0;4
S;Köögivilja teater - perekond kartul;4;0;4;0;4
S;Eurovisiooni laulud 2026;4;0;4;0;4
S;Püha Katariina pöörane õhtusöömaaeg;4;0;4;0;4
S;Pealtnägija. 25 aastat Estonia hukust;4;0;4;0;4
S;Eurolaul 2005;4;0;4;0;4
S;Kümme kaadrit;4;0;4;0;4
S;Sulle-mulle;4;0;4;0;4
S;Keelesaade. Wiedemanni keelauhinna laureaat Peeter Päll;4;0;4;0;4
S;Laste Ööülikooli rännakud;4;0;4;0;4
S;Printsess ja hernetera;4;0;4;0;4
S;Sipsik;4;0;4;0;4
S;Eesti lugu. Juhan Tuldava - Nõukogude spioon ja eesti keeleteadlane;4;0;4;0;4
S;Keelesaade. J.V. Veski ja eesti kirjakeel;4;0;4;0;4
S;Spordiaasta tähed 2025;4;0;4;0;4
S;NOVA: kes või mis ma olen?;4;0;4;0;4
S;Eesti lugu. Muinasusund. Tõnno Jonuks;4;0;4;0;4
Y;Jäneste kool - kuldse muna valvurid;122;0;122;0;122
Y;Mesilane Maia 3: Kuldne kera;87;0;87;0;87
Y;Frikadellid ja pelmeenid;72;0;72;0;72
Y;Tegus Timmu. Timmu rannaskäik;68;0;68;0;68
Y;Maagiliste olendite kool 2;65;0;65;0;65
Y;Veel üks Lotte;49;0;49;0;49
Y;Uitav kitarr;46;0;46;0;46
Y;Nõialuud ja kõik muud;46;0;46;0;46
Y;Ei-ei võitleb üleujutusega;38;0;38;0;38
Y;Kadunud sokid;38;0;38;0;38
Y;Ernest ja Celestine. Reis Ogarmaale;38;0;38;0;38
Y;Lendav vaip;38;0;38;0;38
Y;Auhtanian ja kolm musketäri;34;0;34;0;34
Y;Ei-Ei kahaneb;34;0;34;0;34
Y;Röövelrott;34;0;34;0;34
Y;Minu käpardist õnnehaldjas;30;0;30;0;30
Y;Ponisüda: metsik ja vaba;27;0;27;0;27
Y;Tuta kontsert;27;0;27;0;27
Y;Amanda ja uus poiss;23;0;23;0;23
Y;Kärnkonn südames;23;0;23;0;23
Y;Amanda ja kõige tähtsam sõna;19;0;19;0;19
Y;Jan Uuspõld ja Ago Anderson. Piiri peal;19;0;19;0;19
Y;"Thorbjorn Egner ""Kaarius ja baktus""";15;0;15;0;15
Y;Väikevend ja Karlsson katuselt;15;0;15;0;15
Y;Sulev Nõmmik;15;0;15;0;15
Y;Wendy. Sõbrad igaveseks;15;0;15;0;15
Y;Nahkhiir Benjamin;15;0;15;0;15
Y;Alfons Zitterbacke - kaos klassireisil;15;0;15;0;15
Y;Printsess herneteral;15;0;15;0;15
Y;Kummalised linnud;15;0;15;0;15
Y;Veteranirock 2026;11;0;11;0;11
Y;Võrokese;11;0;11;0;11
Y;Entel-tenteli laululood;11;0;11;0;11
Y;Al Pacino - staar vastu tahtmist;11;0;11;0;11
Y;Kuidas tehti Eurovisiooni;11;0;11;0;11
Y;Arvo Pärt. Neli lastelaulu;11;0;11;0;11
Y;Väike merineitsi;11;0;11;0;11
Y;On meie keskel suvi;11;0;11;0;11
Y;Telelavastus. Püha Susanna ehk Meistrite kool;11;0;11;0;11
Y;Uurimusfilm doktor Enn Vetemaa märkmeraamatute põhjal. Eesti näkid;8;0;8;0;8
Y;Silvi Vrait;8;0;8;0;8
Y;Sipsik ja vana aja asjad;8;0;8;0;8
Y;Tervitused Marsilt;8;0;8;0;8
Y;Teatrietendus. Hiirelõks;8;0;8;0;8
Y;Huumoriklubi esitleb: Jan Uuspõllu röst;8;0;8;0;8
Y;Jakob, Mimmi ja rääkivad koerad;8;0;8;0;8
Y;Paulina P. päevik;8;0;8;0;8
Y;Wendy lugu;8;0;8;0;8
Y;Lotta jabur elu jätkub;8;0;8;0;8
Y;Hunt ja lõvi;8;0;8;0;8
Y;Eestlased nullist sajani;8;0;8;0;8
Y;Jalgpalli Rahvuste liiga finaal;8;0;8;0;8
Y;Ilmsi või unes. Ivo Uukkivi;8;0;8;0;8
Y;Lotta jabur elu;8;0;8;0;8
Y;Soolane vahuvein;4;0;4;0;4
Y;Vaarao sõjavägi;4;0;4;0;4
Y;Igavesti noor Bruce Lee;4;0;4;0;4
Y;Intermezzo;4;0;4;0;4
Y;Vanilla Ninja. ?? ?????? ? ?????;4;4;0;0;4
Y;Karlsson tembutab jälle;4;0;4;0;4
Y;Pantanal. Viimane pelgupaik;4;0;4;0;4
Y;Ragnar Klavan. Kõik on võimalik;4;0;4;0;4
Y;Koletislik guul;4;0;4;0;4
Y;Teeme Tee Vee magusaks;4;0;4;0;4
Y;Osnap;4;0;4;0;4
Y;Õnneseen;4;0;4;0;4
Y;Praegustele ja endistele lastele;4;0;4;0;4
Y;Ükskord elus oli nii...;4;0;4;0;4
Y;Remy ja Juliyat;4;0;4;0;4
Y;Hind;4;0;4;0;4
Y;INXS - Live Baby Live;4;0;4;0;4
Y;"Gianni Rodari ""Cipollino seiklused""";4;0;4;0;4
Y;Telelavastus. Meie maja tsirkus;4;0;4;0;4
Y;Teatrihetked Lia Laatsiga;4;0;4;0;4
Y;Telelavastus. Kohtume alleel;4;0;4;0;4
Y;Alo elu;4;0;4;0;4
Y;Pollyanna. Eesti Noorsooteater;4;0;4;0;4
Y;Etüüdid modelliga;4;0;4;0;4
Y;Telelavastus. Džuudopoisid;4;0;4;0;4
Y;Meie Uduvere;4;0;4;0;4
Y;Tuta ootab jõule;4;0;4;0;4
Y;Nii nad sõdivad;4;0;4;0;4
Y;Teatrietendus. Obinitsa;4;0;4;0;4
Y;Küljetuul;4;0;4;0;4
Y;Simple Session 25. sünnipäev – Rulasõidu tipphetked;4;0;4;0;4
Y;Pilet;4;0;4;0;4
Y;Vahva rätsep;4;0;4;0;4
Y;Maran;4;0;4;0;4
Y;Kes trööstib Tillut?;4;0;4;0;4
Y;Taavi Teplenkov - tema majesteet komödiant;4;0;4;0;4
Y;Marite Kallasma. Diktor, mitte diiva;4;0;4;0;4
Y;Kaleva hääled;4;0;4;0;4
Y;Sharon Stone. Ellujäämisinstinkt;4;0;4;0;4
Y;Oravaemand;4;0;4;0;4
Y;Koeratüdruk Lotte lugu;4;0;4;0;4
Y;Viis sõpra 4;4;0;4;0;4
Y;Piljardi Eesti meistrivõistlused. 9-palli finaal;4;0;4;0;4
Y;Natalie Portman, luik, mässaja, ikoon;4;0;4;0;4
Y;Õmblusmasin;4;0;4;0;4
Y;Õhtu Elton Johni ja Brandi Carlile'iga;4;0;4;0;4
Y;Kardemoni linna rahvas ja röövlid;4;0;4;0;4
Y;Spordilinn Pärnu;4;0;4;0;4
Y;????????? ?????????;4;4;0;0;4
Y;"XXVIII laulupidu ""Iseoma"". Kaunid hetked";4;0;4;0;4
Y;Kilplased;4;0;4;0;4
Y;Suvekaubandus;4;0;4;0;4
Y;Head ööd, väike sõber!;4;0;4;0;4
Y;Lucas Leok. Teekond maailmakarika võiduni;4;0;4;0;4
Y;Volikiri Alo Mattiisenile;4;0;4;0;4
Y;Keisri uued rõivad;4;0;4;0;4
Y;Mees ja naine;4;0;4;0;4
Y;Uni;4;0;4;0;4
Y;"Elwyn Brooks White ""Charlotte koob võrku""";4;0;4;0;4
