rowOrder;titleOrderInRow;positionScore
15;33;60.125183521922885
15;34;57.11892434582674
15;35;54.2629781285354
15;36;51.54982922210863
15;37;48.972337761003196
15;38;46.523720872953035
15;39;44.19753482930538
15;40;41.98765808784011
15;41;39.8882751834481
15;42;37.89386142427569
15;43;35.999168353061904
15;44;34.19920993540881
15;45;32.48924943863837
15;46;30.864786966706447
15;47;29.321547618371124
15;48;27.855470237452565
15;49;26.462696725579935
15;50;25.139561889300936
15;51;23.882583794835888
15;52;22.688454605094094
15;53;21.55403187483939
15;54;20.476330281097418
15;55;19.452513767042547
15;56;18.47988807869042
15;57;17.555893674755897
15;58;16.6780989910181
15;59;15.844194041467194
15;60;15.051984339393833
15;61;14.299385122424141
15;62;13.584415866302933
15;63;12.905195072987786
15;64;12.259935319338396
15;65;11.646938553371475
15;66;11.064591625702901
15;67;10.511362044417755
15;68;9.985793942196867
15;69;9.486504245087023
15;70;9.012179032832671
16;1;369.6062999612435
16;2;351.12598496318134
16;3;333.5696857150223
16;4;316.8912014292711
16;5;285.202081286344
16;6;228.16166502907524
16;7;216.75358177762146
16;8;205.91590268874037
16;9;195.62010755430336
16;10;185.83910217658817
16;11;176.54714706775874
16;12;167.7197897143708
16;13;159.33380022865225
16;14;151.36711021721962
16;15;143.79875470635864
16;16;136.6088169710407
16;17;129.77837612248868
16;18;123.28945731636423
16;19;117.12498445054602
16;20;111.26873522801871
16;21;105.70529846661778
16;22;100.42003354328688
16;23;95.39903186612253
16;24;90.6290802728164
16;25;86.09762625917557
16;26;81.79274494621679
16;27;77.70310769890594
16;28;73.81795231396063
16;29;70.1270546982626
16;30;66.62070196334946
16;31;63.289666865181985
16;32;60.125183521922885
16;33;57.11892434582674
16;34;54.2629781285354
16;35;51.54982922210863
16;36;48.972337761003196
16;37;46.523720872953035
16;38;44.19753482930538
16;39;41.98765808784011
16;40;39.8882751834481
16;41;37.89386142427569
16;42;35.999168353061904
16;43;34.19920993540881
16;44;32.48924943863837
16;45;30.864786966706447
16;46;29.321547618371124
16;47;27.855470237452565
16;48;26.462696725579935
16;49;25.139561889300936
16;50;23.882583794835888
16;51;22.688454605094094
16;52;21.55403187483939
16;53;20.476330281097418
16;54;19.452513767042547
16;55;18.47988807869042
16;56;17.555893674755897
16;57;16.6780989910181
16;58;15.844194041467194
16;59;15.051984339393833
16;60;14.299385122424141
16;61;13.584415866302933
16;62;12.905195072987786
16;63;12.259935319338396
16;64;11.646938553371475
16;65;11.064591625702901
16;66;10.511362044417755
16;67;9.985793942196867
16;68;9.486504245087023
16;69;9.012179032832671
16;70;8.561570081191038
17;1;351.12598496318134
17;2;333.5696857150223
17;3;316.8912014292711
17;4;301.0466413578076
17;5;270.9419772220268
17;6;216.75358177762146
17;7;205.91590268874037
17;8;195.62010755430336
17;9;185.83910217658817
17;10;176.54714706775874
17;11;167.7197897143708
17;12;159.33380022865225
17;13;151.36711021721962
17;14;143.79875470635864
17;15;136.6088169710407
17;16;129.77837612248868
17;17;123.28945731636423
17;18;117.12498445054602
17;19;111.26873522801871
17;20;105.70529846661778
17;21;100.42003354328688
17;22;95.39903186612253
17;23;90.6290802728164
17;24;86.09762625917557
17;25;81.79274494621679
17;26;77.70310769890594
17;27;73.81795231396063
17;28;70.1270546982626
17;29;66.62070196334946
17;30;63.289666865181985
17;31;60.125183521922885
17;32;57.11892434582674
17;33;54.2629781285354
17;34;51.54982922210863
17;35;48.972337761003196
17;36;46.523720872953035
17;37;44.19753482930538
17;38;41.98765808784011
17;39;39.8882751834481
17;40;37.89386142427569
17;41;35.999168353061904
17;42;34.19920993540881
17;43;32.48924943863837
17;44;30.864786966706447
17;45;29.321547618371124
17;46;27.855470237452565
17;47;26.462696725579935
17;48;25.139561889300936
17;49;23.882583794835888
17;50;22.688454605094094
17;51;21.55403187483939
17;52;20.476330281097418
17;53;19.452513767042547
17;54;18.47988807869042
17;55;17.555893674755897
17;56;16.6780989910181
17;57;15.844194041467194
17;58;15.051984339393833
17;59;14.299385122424141
17;60;13.584415866302933
17;61;12.905195072987786
17;62;12.259935319338396
17;63;11.646938553371475
17;64;11.064591625702901
17;65;10.511362044417755
17;66;9.985793942196867
17;67;9.486504245087023
17;68;9.012179032832671
17;69;8.561570081191038
17;70;8.133491577131485
18;1;333.5696857150223
18;2;316.8912014292711
18;3;301.0466413578076
18;4;285.99430928991717
18;5;257.3948783609255
18;6;205.9159026887404
18;7;195.62010755430336
18;8;185.83910217658817
18;9;176.54714706775874
18;10;167.7197897143708
18;11;159.33380022865225
18;12;151.36711021721962
18;13;143.79875470635864
18;14;136.6088169710407
18;15;129.77837612248868
18;16;123.28945731636423
18;17;117.12498445054602
18;18;111.26873522801871
18;19;105.70529846661778
18;20;100.42003354328688
18;21;95.39903186612253
18;22;90.6290802728164
18;23;86.09762625917557
18;24;81.79274494621679
18;25;77.70310769890594
18;26;73.81795231396063
18;27;70.1270546982626
18;28;66.62070196334946
18;29;63.289666865181985
18;30;60.125183521922885
18;31;57.11892434582674
18;32;54.2629781285354
18;33;51.54982922210863
18;34;48.972337761003196
18;35;46.523720872953035
18;36;44.19753482930538
18;37;41.98765808784011
18;38;39.8882751834481
18;39;37.89386142427569
18;40;35.999168353061904
18;41;34.19920993540881
